MIDInoteNum	note nom !2	note num !3	règle accord !29	nb voix !5	avecEtouffoir !6	déviation accord voix +-Hz !8	dureté du marteau !11	stereoXSource !26	stereoYSource !27	AttackWAVfile !17	AttackWAVvolume dB !18	DecayTime !19	SustainVolume dB !20	SustainTimeT60 !21	ReleaseTimeT60 !22	ReleaseWAVfile !23	ReleaseWAVvolume dB !25	fréq coupure filtre amortissement fréquentiel !32	puissance filtre amortissement fréquentiel en dB !33	inharmonicité coef B !15	inharmonicité fréq P1 !31	liste amplitudes réelles des partiels dB !24
Section	Instrument																					
InstrNom	Bosendorfer 290 Imperial																					
VersionDate	V1 251227																					
InstrDescription	From samples GRANDIOSO Bosendorfer 290, 2002 PMI Amsterdam created by Michiel Post																					
Auteur	Ing Vincent GACOUGNOLLE																					
InstrType	piano																					
Diapason	440Hz@M69																					
GeneralMIDI	6																					
PedaleSoftVolume	-6dB																					
PedaleUnaCorda	1																					
PitchbendRange	2																					
DelaiNoteOff	0.1																					
NiveauCouplageMecanique	-22dB																					
Section	Clavier																					
1	PedaleForte	1001			1					pianoSalamanderGrandPianoV3-pedalForteD1.wav	-48				0,8	pianoSalamanderGrandPianoV3-pedalU1.wav	-64					
54	F#3	34	=	=	=	=	=	-0,16	=	=	=	=	=	=	=	=	=	=	=	=	=	=
55	G3	35	=	=	=	=	=	-0,14	1,3	=	=	1,242	-23,2	18,19	=	=	=	=	=	0,000218	195,19	-1,3 0 -16,9 -17,9 -12,4 -27,3 -21,3 -13,1 -36 -25,7 -38,9 -25,4 -35,8 -32,8 -39,5 -36,9 -34,2 -51 -45,8 -41,9 -49,3 -44,7 -41,9 -44,6 -43,2 -57,2 -62,5 -58,9 -60,1 -51,9 -61,4 -60,2 -62,7 -59,9 -66,6 -76,2 -77,8 -73,7 -73,6 -72,6 
56	G#3	36	=	=	=	=	=	-0,13	=	=	=	=	=	=	=	=	=	=	=	=	=	=
57	A3	37	*	=	=	=	=	-0,11	1,29	=	=	0,892	-20,8	13,15	0,49	=	=	=	=	0,000296	219,82	0 0 -11,2 -8,7 -16,1 -17,3 -22,4 -18,5 -38,9 -26,1 -31,2 -27,7 -27,3 -36,8 -30,5 -34,6 -33,2 -53,7 -47,8 -46,8 -38,8 -36,4 -43,8 -43 -47,3 -64,1 -67,5 -60,7 -71,9 -61,8 -63,3 -57,7 -58,7 -68,8 -71,9 -79,7 -68,8 -75,3 
58	A#3	38	=	=	=	=	=	-0,1	1,28	=	=	=	=	=	=	=	=	=	=	=	=	=
59	B3	39	=	=	=	=	=	-0,08	=	=	=	2,1	-12,9	14,47	=	=	=	=	=	0,000329	246,55	0 -10,7 -28,7 -16,5 -28,3 -18,7 -17,5 -16,4 -38,2 -26,9 -31,6 -26,6 -33,7 -41,5 -39,1 -36,2 -36,1 -42 -52,8 -54,4 -45,2 -50,1 -50,9 -63,9 -55,3 -57,9 -74,1 -74,5 -71,6 -67 -88,9 -74 
60	C4	40	=	=	=	=	=	-0,06	1,27	=	=	2,158	-41	13,55	0,464	=	=	=	=	0,000371	261,38	0 -4,8 -15,4 -10,2 -17,9 -17,3 -31,1 -22,8 -48,3 -28,7 -34,6 -34,1 -45,5 -48,8 -45,4 -51,6 -49 -53,4 -55,6 -56,1 -56,3 -49,4 -58,3 -67,2 -68 -65,2 -79,4 
61	C#4	41	=	=	=	=	=	-0,05	=	=	=	=	=	=	=	=	=	=	=	=	=	=
62	D4	42	=	=	=	=	=	-0,03	1,26	=	=	1,975	-23,4	14,9	=	=	=	=	=	0,000442	293,52	0 -14,6 -10,9 -24,6 -21,9 -17,5 -32,7 -31,6 -43,4 -35,2 -44,5 -48 -45,3 -51,5 -49,5 -49,6 -53,8 -65,7 -54,7 -58,9 -57,1 -57,7 -76,7 -68,6 
63	D#4	43	=	=	=	=	=	-0,02	=	=	=	=	=	=	=	=	=	=	=	=	=	=
64	E4	44	=	=	=	=	=		1,25	=	=	1,158	-28,9	12,32	=	=	=	=	=	0,000444	329,68	0 -9,8 -9,3 -32,2 -20,9 -25,1 -30 -28,5 -42,2 -33 -46,6 -48,8 -50,1 -50,1 -47,4 -53,8 -51,8 -60,6 -68,9 -63,4 -63,9 -74,2 -72,4 -81,3 -81,5 -79,3 
65	F4	45	=	=	=	=	=	0,02	1,24	=	=	1,258	-33,8	14,9	=	=	=	=	=	0,000529	349	0 -12 -11,8 -24,5 -30,5 -27,2 -33 -35,3 -55,4 -35,1 -38,6 -42,4 -44,1 -52,6 -54,4 -58,6 -53,4 -70,6 -65,9 -61,9 -67 -73,8 -70,9 
66	F#4	46	=	=	=	=	=	0,03	=	=	=	=	=	=	=	=	=	=	=	=	=	=
67	G4	47	=	=	=	=	=	0,05	1,23	=	=	1,033	-33,9	16,39	=	=	=	=	=	0,000577	392,76	0 -9,1 -15,9 -17,3 -18,7 -24,9 -19,6 -21,4 -45,7 -34,6 -35,5 -35,1 -45,8 -42,1 -40,2 -59,5 -66 -69,1 -71,1 -69,4 -78 -74,8 
68	G#4	48	=	=	=	=	=	0,06	=	=	=	=	=	=	=	=	=	=	=	=	=	=
69	A4	49	T-12P1P2	=	=	=	=	0,08	1,22	=	=	0,967	-30,8	8,33	0,386	=	=	=	=	0,000846	439,73	0 -11,8 -12,6 -14,3 -22,5 -27,5 -25,5 -27,9 -54,7 -37,3 -40 -43,3 -55,1 -52,8 -51,3 -65,2 -67,5 -73,8 -81,6 
70	A#4	50	N-24P1P4	=	=	=	=	0,1	=	=	=	=	=	=	=	=	=	=	=	=	=	=
71	B4	51	=	=	=	=	=	0,11	1,21	=	=	1,283	-29,9	9,16	=	=	=	=	=	0,000998	493,56	0 -6,6 -4,8 -23,5 -23,3 -36,8 -22,2 -29,3 -50,7 -45,7 -47,2 -53,6 -64,6 -62,5 -69,7 -68,5 -70,5 
72	C5	52	=	=	=	=	=	0,13	1,2	=	=	0,833	-31,6	10,33	0,36	=	=	=	=	0,001013	523,68	-2,1 0 -9,7 -13,2 -18,2 -21,6 -29,2 -28,2 -44,1 -42,7 -48,7 -55,4 -59 -54,6 -55,6 -75 -73,6 
73	C#5	53	=	=	=	=	=	0,14	=	=	=	=	=	=	=	=	=	=	=	=	=	=
74	D5	54	=	=	=	=	=	0,16	1,19	=	=	0,567	-23,7	5,83	=	=	=	=	=	0,001145	589,32	-1,8 0 -11,4 -8,7 -30 -23,7 -25,2 -37,8 -40 -46,2 -57,7 -58,1 -65 -71,8 
75	D#5	55	=	=	=	=	=	0,17	=	=	=	=	=	=	=	=	=	=	=	=	=	=
76	E5	56	=	=	=	=	=	0,19	1,18	=	=	0,95	-27,2	9,39	=	=	=	=	=	0,00139	659,73	0 -8,6 -25,2 -27,4 -23,9 -36 -34,8 -44,4 -43,8 -53,6 -63,3 -58,6 -78 
77	F5	57	=	=	=	=	=	0,21	=	=	=	0,192	-21,7	5,83	=	=	=	=	=	0,001578	698,36	0 -5,8 -7,6 -11,7 -18,9 -21,3 -32,6 -29,4 -40,5 -47,1 -53,2 -70,7 -68,7 -76,3 
78	F#5	58	=	=	=	=	=	0,22	1,17	=	=	=	=	=	=	=	=	=	=	=	=	=
79	G5	59	=	=	=	=	=	0,24	1,16	=	=	0,333	=	4,82	=	=	=	=	=	0,00173	784,52	0 -8,3 -21,8 -24,2 -32,3 -40,4 -46,8 -54,5 -54,3 -64,1 -71,9 -79,3 
80	G#5	60	=	=	=	=	=	0,25	=	=	=	=	=	=	=	=	=	=	=	=	=	=
81	A5	61	=	=	=	=	=	0,27	1,15	=	=	=	-22,7	5,02	0,283	=	=	=	=	0,001938	882,75	0 -15,1 -25,4 -41,1 -40,5 -49,5 -55,9 -57,1 -64,2 -72,6 
82	A#5	62	=	=	=	=	=	0,29	=	=	=	=	=	=	=	=	=	=	=	=	=	=
83	B5	63	=	=	=	=	=	0,3	1,14	=	=	0,222	-20,2	4,56	=	=	=	=	=	0,002417	989,32	0 -9,5 -22,4 -27,9 -41,2 -46,6 -55,7 -58 -66,1 -73,9 
84	C6	64	=	=	=	=	=	0,32	=	=	=	0,456	-19,3	3,58	0,257	=	=	=	=	0,002563	1049,47	0 -17,2 -30,8 -39,9 -50,2 -65 -68,7 -71 -74,7 
85	C#6	65	=	=	=	=	=	0,33	1,13	=	=	=	=	=	=	=	=	=	=	=	=	=
86	D6	66	=	=	=	=	=	0,35	=	=	=	0,528	-22,2	4,76	=	=	=	=	=	0,003181	1178,38	0 -17,2 -35,6 -42 -50,2 -62,9 -73,6 -75,3 
87	D#6	67	=	=	=	=	=	0,37	1,12	=	=	=	=	=	=	=	=	=	=	=	=	=
88	E6	68	=	=	=	=	=	0,38	1,11	=	=	0,481	-21	2,44	=	=	=	=	=	0,003895	1319,73	0 -15,1 -29,1 -38,7 -49,2 -62,4 -77,6 
89	F6	69	=	=	=	=	=	0,4	=	=	=	0,469	-22,5	2,95	=	=	=	=	=	0,00428	1399,93	0 -27,3 -31,2 -40,6 -55,9 -65,9 -80,7 
90	F#6	70	=	=		=	=	0,41	1,1	pianoMarteauAigue.wav	-12	=	=	=	=	=	=	=	=	=	=	=
91	G6	71	=	=		=	=	0,43	=	=	=	0,417	-17,8	=	=	=	=	=	=	0,005653	1577,27	0 -23,4 -32,2 -45,4 -57,1 -71,2 -83,8 
92	G#6	72	=	=		=	=	0,45	1,09	=	=	=	=	=	=	=	=	=	=	=	=	=
93	A6	73	=	=		=	=	0,46	=	=	=	0,333	-23,9	2,75	0,179	=	=	=	=	0,006912	1759,19	0 -25,8 -33 -47,2 -53,8 -68,8 
94	A#6	74	=	=		=	=	0,48	1,08	=	=	=	=	=	=	=	=	=	=	=	=	=
95	B6	75	=	=		=	=	0,49	1,07	=	=	0,181	-22	1,7	=	=	=	=	=	0,008102	1989,26	0 -17,4 -31 -40,7 -55,1 -71,2 
96	C7	76	=	=		=	=	0,51	=	=	=	0,311	-22,4	2,09	0,153	=	=	=	=	0,008621	2096,56	0 -18,4 -34,5 -43,1 -63,2 -71,5 
97	C#7	77	=	=		=	=	0,52	1,06	=	=	=	=	=	=	=	=	=	=	=	=	=
98	D7	78	=	=		=	=	0,54	=	=	=	0,169	-17	1,9	=	=	=	=	=	0,009277	2368,19	0 -23,2 -41,1 -50,6 -65 
99	D#7	79	=	=		=	=	0,56	1,05	=	=	=	=	=	=	=	=	=	=	=	=	=
100	E7	80	=	=		=	=	0,57	=	=	=	0,156	-17,5	1,73	=	=	=	=	=	0,010956	2668,3	0 -19,1 -40,6 -57,6 -59,4 
101	F7	81	=	=		=	=	0,59	1,04	=	=	0,147	-17	1,9	=	=	=	=	=	0,011734	2826,05	0 -25,6 -43,4 -62,2 
102	F#7	82	=	=		=	=	0,6	1,03	=	=	=	=	=	=	=	=	=	=	=	=	=
103	G7	83	=	=		=	=	0,62	=	=	=	0,125	-18,2	1,43	=	=	=	=	=	0,012878	3177,52	0 -23,8 -47,3 -47,3 
104	G#7	84	=	=		=	=	0,64	1,02	=	=	=	=	=	=	=	=	=	=	=	=	=
105	A7	85	=	=		=	=	0,65	=	=	=	0,225	-18,5	2,66	0,08	=	=	=	=	0,01467	3573,76	0 -31,4 -49,8 
106	A#7	86	=	=		=	=	0,67	1,01	=	=	=	=	=	=	=	=	=	=	=	=	=
107	B7	87	=	=		=	=	0,68	=	=	=	0,167	-17,8	2	=	=	=	=	=	0,016907	4049,01	0 -36,6 -56,2 
108	C8	88	=	=		=	=	0,7	1	=	=	0,183	-22	2,02	0,05	=	=	=	=	0,018921	4306,73	0 -36,6 -54,8 
